docno	r_avail	text	Docno	Page	x1	y1	x2	y2
289	-1	With the optimized conditions in hand, the scope of this cross-coupling was examined (Scheme 1). We first focused on the scope of boronic acids. The reactions were performed using the two most reactive catalysts identified in the optimization studies, namely, [Pd(IPr)(3-CF;-An)Cl,] and [Pd(IPr)(cin)Cl]. We found that the scope of boronic acids is very broad and encompasses various electron-neutral (3a), electron-rich (3b and 3c), and electron-deficient (3d—3h) boronic acids. Importantly, fluorinated motifs that are privileged in medicinal chemistry and agrochemistry~’ can be readily installed using this method (3d—3f). Furthermore, the method is well-compatible with sensitive electrophiles that would be problematic using hard organometallics (3g and 3h). Furthermore, steric hindrance (3j) and meta-substitution (3k and 31) are well-tolerated. Interestingly, we found that, for some substrates, [Pd(IPr)(3-CF;-An)Cl,] is the preferred catalyst, while in other examples, [Pd(IPr)(cin)Cl] gave higher yields. We performed kinetic studies to gain insight into the rate of catalyst activation (see the Supporting Information) and found that [Pd(IPr)(3-CF;-An)Cl,] is a faster activating catalyst, while [Pd(IPr)(cin)Cl] is slightly preferred for the reversed stoichiometry of boronic acid. These results highlight the importance of testing various Pd(II)—-NHC precatalysts with different classes of ancillary ligands, where the overall reaction outcome depends upon catalyst activation, stability, and cross-coupling efficiency. The effect of [Pd(IPr)(3-CF3- Next, we evaluated the scope of heteroaryl boronic acids to furnish pyridine heterobiaryls (Scheme 2). Notably, we found that this reaction is compatible with a broad range of heterocycles, including differently substituted thiophenes (3m and 3n), furans (30 and 3p), pyridines (3q and 3r), pyrimidines (3s—3u), pyrroles (3v), pyrazoles (3w), isoxazoles (3x), benzothiophenes (3y and 3z), benzofurans (3aa and 3ab), quinolines (3ac), and dibenzofurans (3ad). It is particularly noteworthy that this method allows for the synthesis of valuable heterobiaryls that are ubiquitous in medicinal chemistry and agrochemistry research. We found that [Pd(IPr)(cin)Cl] is preferred for substrate scope in this case using reverse stoichiometry of boronic acids.	Paper10_2-Pyridines_2023	4	214	1155	2318	3144
290	-1	Finally, we also evaluated the scope of 2-pyridyl ammonium salts (Scheme 3). These substrates are readily available by Chichibabin 2-amination and N-alkylation, enabling a combined C—H/N-—C bond activation. This new process is well-compatible with various electron-rich (3ae—3ag, 3aj—3al, and 3ao0—3aq) and electron-deficient (3ah, 3ai, 3am, 3an, and 3ar—3au) substituents on the pyridine ring to furnish valuable pyridine heterobiaryls that serve as prominent motifs in drug discovery and agrochemistry research. The functional group tolerance, including esters, ketones, carbamates, amines, as well as a range of various electron-rich and electron-deficient five- and six-membered heterocycles, should be noted. As expected, the method is no compatible with aryl chlorides and bromides.'” We anticipate that even higher levels of reaction selectivity will be possible through NHC ligand tuning.'>'° Interestingly, 3-amino-pyridyl ammonium salts are not compatible, as expected from electronic delocalization.”” Studies to expand the scope by facilitating oxidative addition of unconjugated substrates are currently underway.	Paper10_2-Pyridines_2023	4	1314	1773	2315	2669
291	-1	Organic Letters heteroterphenyls, which have found wide application in organic synthesis. mM ASSOCIATED CONTENT Data Availability Statement The data underlying this study are available in the published article and its Supporting Information. @ Supporting Information The Supporting Information is available free of charge at https://pubs.acs.org/doi/10.1021/acs.orglett.3c00741. Experimental details and characterization data (PDF) M@ AUTHOR INFORMATION Corresponding Authors Peng Lei — College of Plant Protection, Northwest A&F University, Yangling, Shaanxi 712100, People’s Republic of China; Shaanxi Research Center of Biopesticide Engineering & Technology and State Key Laboratory of Crop Stress Biology for Arid Areas, Northwest A&F University, Yangling, Shaanxi 712100, People’s Republic of China; © orcid.org/ 0000-0003-1685-9517; Email: peng.lei@nwafu.edu.cn Authors Yuge Hu — College of Plant Protection, Northwest AXF University, Yangling, Shaanxi 712100, People’s Republic of China pubs.acs.org/OrgLett 2979 Juntao Feng — College of Plant Protection, Northwest A&F University, Yangling, Shaanxi 712100, People’s Republic of China; Shaanxi Research Center of Biopesticide Engineering & Technology, Northwest A&F University, Yangling, Shaanxi 712100, People’s Republic of China; © orcid.org/ 0000-0002-5320-1178 Complete contact information is available at: https://pubs.acs.org/10.1021/acs.orglett.3c00741 Notes The authors declare no competing financial interest. mM ACKNOWLEDGMENTS This work was financially supported by the Key Research and Development Program of Shaanxi Province (2023-YBNY-244) and the National Natural Science Foundation of China (32001930). Michal Szostak acknowledges Rutgers University and the National Science Foundation (NSF, CAREER CHE- 1650766). Special thanks are given to Dr. Xiuhuan Li of State Key Laboratory of Crop Stress Biology for Arid Areas, Northwest A&F University, for kind help with NMR spectroscopy. M@ REFERENCES (1) (a) Shuai, Q.; Yang, L.; Guo, X. Y,; Basle, O.; Li, C. J. Rhodium- Catalyzed Oxidative C—H Arylation of 2-Arylpyridine Derivatives via Decarbonylation of Aromatic Aldehydes. J. Am. Chem. Soc. 2010, 132, 12212-12213. (b) Boyaala, R.; Touzani, R.; Roisnel, T.; Dorcet, V.; Caytan, E.; Jacquemin, D.; Boixel, J.; Guerchais, V.; Doucet, H.; Soule, J. F. Catalyst-Controlled Regiodivergent C—H Arylation Site of Fluorinated 2-Arylpyridine Derivatives: Application to Luminescent Iridium(III) Complexes. ACS Catal. 2019, 9, 1320-1328. (c) Taylor, R. D.; Maccoss, M.; Lawson, A. D. G. Rings in Drugs. J. Med. Chem. 2014, 57, 5845-5859. https://doi.org/10.1021/acs.orglett.3c00741 Org. Lett. 2023, 25, 2975-2980	Paper10_2-Pyridines_2023	5	215	167	2318	3242
292	-1	One of the most important applications of 2-arylpyridine motifs is in the synthesis of novel agrochemicals. We showcased the utility of this process in the design of a new family of potent antifungal agents by “scaffold hopping” of inverse 2-pyridyl-indoles (Scheme 6).”' The antifungal activity was assessed against five species of pathogenic fungi (Table 3). Compound 3ay showed excellent activity against all tested fungi, superseding those of antifungal agent Su and commercial fungicide boscalid. Thus, this C-H/N-—C activation is an attractive method for the discovery of new pesticides with potent efficacy. Michal Szostak — Department of Chemistry, Rutgers, The State University of New Jersey, Newark, New Jersey 07102, United States; ® orcid.org/0000-0002-9650-9690; Yanging Gao — College of Plant Protection, Northwest A&F University, Yangling, Shaanxi 712100, People’s Republic of China Xili Liu — College of Plant Protection, Northwest A&F University, Yangling, Shaanxi 712100, People’s Republic of China; State Key Laboratory of Crop Stress Biology for Arid Areas, Northwest A&F University, Yangling, Shaanxi 712100, People’s Republic of China; ® orcid.org/0000- 0002-7859-9741 (2) (a) Kianmehr, E.; Amiri Lomedasht, Y.; Faghih, N.; Khan, K. M. Chelation-Assisted Copper-Mediated Direct Acetylamination of 2- Arylpyridine C—H Bonds with Cyanate Salts. J. Org. Chem. 2016, 81, 6087—6092. (b) Chen, H.; Deng, S.; Wang, Y.; Albadari, N.; Kumar, G.; Ma, D.; Li, W.; White, S. W.; Miller, D. D.; Li, W. Structure- Activity Relationship Study of Novel 6-Aryl-2-benzoylpyridines as Tubulin Polymerization Inhibitors with Potent Antiproliferative Properties. J. Med. Chem. 2020, 63, 827-846. (c) Huo, J.; Chen, L.; Si, H.; Yuan, S.; Li, J; Dong, H.; Hu, S.; Huo, J.; Kou, S.; Xiong, D.; Mao, J.; Zhang, J. 2-Arylindoles: Concise Syntheses and a Privileged Scaffold for Fungicide Discovery. J. Agric. Food Chem. 2022, 70, 6982-6992.	Paper10_2-Pyridines_2023	5	214	343	2314	2767
293	-1	In summary, we have reported the first Suzuki—Miyaura cross-coupling of 2-pyridyl ammonium salts catalyzed by air- and moisture-stable Pd(II)—-NHC precatalysts. The reaction shows broad compatibility with various functional groups and heterocycles, allowing for rapid access to valuable biaryl and heterobiaryl pyridines that are among the most common motifs in organic synthesis. Considering the predominance of the 2-aryl pyridine core in organic synthesis, we expect that this activation strategy will find broad application. Email: michal.szostak@rutgers.edu Jiuhui Ye — College of Plant Protection, Northwest A&F University, Yangling, Shaanxi 712100, People’s Republic of China (3) (a) Gao, L.; Ni, J.; Su, M.; Kang, J.; Zhang, J. Luminescence switching property of cycloplatinated(II) complexes bearing 2- phenylpyridine derivatives and the application for data security storage. Dyes Pigm. 2019, 165, 231-238. (b) Teegardin, K.; Day, J. 1; Chan, J.; Weaver, J. Advances in Photocatalysis: A Microreview of Visible Light Mediated Ruthenium and Iridium Catalyzed Organic Transformations. Org. Process Res. Dev. 2016, 20, 1156-1163.	Paper10_2-Pyridines_2023	5	215	847	2318	2905
294	-1	Organic Letters Catalytic Direct Arylation of Pyridine N-Oxides. J. Am. Chem. Soc. 2005, 127, 18020-18021. (b) Molander, G. A.; Biolatto, B. Palladium-Catalyzed Suzuki—Miyaura Cross-Coupling Reactions of Potassium Aryl- and Heteroaryltrifluoroborates. J. Org. Chem. 2003, 68, 4302—4314. pubs.acs.org/OrgLett 2980 Cross Coupling of Aryltrimethylammonium Triflates with Aryl Grignard Reagents. Org. Lett. 2010, 12, 4388—4391. https://doi.org/10.1021/acs.orglett.3c00741 Org. Lett. 2023, 25, 2975-2980	Paper10_2-Pyridines_2023	6	216	167	2314	3242
295	-1	(6) (a) Vice, S.; Bara, T.; Bauer, A.; Evans, C. A.; Ford, J.; Josien, H.; McCombie, S.; Miller, M.; Nazareno, D.; Palani, A.; Tagat, J. Concise Formation of 4-Benzyl Piperidines and Related Derivatives Using a Suzuki Protocol. J. Org. Chem. 2001, 66, 2487-2492. (b) Legault, C. Y.; Garcia, Y.; Merlic, C. A.; Houk, K. N. Origin of Regioselectivity in Palladium-Catalyzed Cross-Coupling Reactions of Polyhalogenated Heterocycles. J. Am. Chem. Soc. 2007, 129, 12664—12665S. (1S) Fortman, G. C.; Nolan, S. P. N-Heterocyclic carbene (NHC) ligands and palladium in homogeneous cross-coupling catalysis: A perfect union. Chem. Soc. Rev. 2011, 40, $151—5169.	Paper10_2-Pyridines_2023	6	214	330	2315	746
296	-1	(7) Lewis, D. E. Aleksei Yevgen’evich Chichibabin: A Century of Pyridine Chemistry. Angew. Chem.,, Int. Ed. 2017, 56, 9660—9668. (16) (a) Diez-Gonzalez, S.; Marion, N.; Nolan, S. P. N-Heterocyclic Carbenes in Late Transition Metal Catalysis. Chem. Rev. 2009, 109, 3612-3676. (b) Hopkinson, M. N.; Richter, C.; Schedler, M.; Glorius, F. An overview of N-heterocyclic carbenes. Nature 2014, S10, 485-496.	Paper10_2-Pyridines_2023	6	216	455	2314	831
297	-1	(10) (a) Ni, S.; Li, C. X.; Mao, Y.; Han, J.; Wang, Y.; Yan, H.; Pan, Y. Ni-catalyzed deaminative cross-electrophile coupling of Katritzky salts with halides via C—N bond activation. Sci. Adv. 2019, 5, 9516. (b) Ielo, L.; Tougeer, S.; Roller, A.; Langer, T.; Holzer, W.; Pace, V. Telescoped, Divergent, Chemoselective C1 and C1—C1 Homologa- tion of Imine Surrogates: Access to Quaternary Chloro- and Halomethyl-Trifluoromethyl Aziridines. Angew. Chem.,, Int. Ed. 2019, 58, 2479-2484. (c) Tang, J.; Fan, F.; Cong, X.; Zhao, L.; Luo, M.; Zeng, X. Reductive Cross-Coupling between Unactivated C(aryl)—N and C(aryl)-O Bonds by Chromium Catalysis Using a Bipyridyl Ligand. J. Am. Chem. Soc. 2020, 142, 12834-12840. (d) Ojeda- Porras, A.; Gamba-Sanchez, D. Recent Developments in Amide Synthesis Using Nonactivated Starting Materials. J. Org. Chem. 2016, 81, 11548-11555. (e) Lei, P.; Mu, Y,; Wang, Y.; Wang, Y.; Ma, Z.; Feng, J.; Liu, X.; Szostak, M. Green Solvent Selection for Suzuki— Miyaura Coupling of Amides. ACS Sustainable Chem. Eng. 2021, 9, 552-559. (f) Lei, P.; Wang, Y.; Zhang, C.; Hu, Y.; Feng, J.; Ma, Z.; Liu, X.; Szostak, R.; Szostak, M. Sonogashira Cross-Coupling of Aryl Ammonium Salts by Selective C—N Activation Catalyzed by Air- and Moisture-Stable, Highly Active [Pd(NHC)(3-CF,-An) Cl,] (An = Aniline) Precatalysts. Org. Lett. 2022, 24, 6310-6315. (19) Lei, P.; Meng, G.; Szostak, M. General Method for the Suzuki— Miyaura Cross-Coupling of Amides Using Commercially Available, Air- and Moisture-Stable Palladium/NHC (NHC = N-Heterocyclic Carbene) Complexes. ACS Catal. 2017, 7, 1960-1965.	Paper10_2-Pyridines_2023	6	214	1122	2314	2429
298	-1	(11) (a) Xia, Q.; Shi, S.; Gao, P.; Lalancette, R.; Szostak, R.; Szostak, M. [(NHC)PdCL,(Aniline)] Complexes: Easily Synthesized, Highly Active Pd(II)-NHC Precatalysts for Cross-Coupling Reactions. J. Org. Chem. 2021, 86, 15648-15657. (b) Zhao, Q.; Meng, G.; Li, G.; Flach, C.; Mendelsohn, R.; Lalancette, R.; Szostak, R.; Szostak, M. IPr#—Highly Hindered, Broadly Applicable N-Heterocyclic Car- benes. Chem. Sci. 2021, 12, 10583-10589. (20) (a) Muller, K.; Faeh, C.; Diederich, F. Fluorine in pharmaceuticals: Looking beyond intuition. Science 2007, 317, 1881-1886. (b) Wang, Q,; Song, H. J.; Wang, Q. M. Fluorine- Containing Agrochemicals in the Last Decade and Approaches for Fluorine Incorporation. Chin. Chem. Lett. 2022, 33, 626-642.	Paper10_2-Pyridines_2023	6	214	1288	2314	2719
299	-1	(13) Xu, K; Ho, D. M.; Pascal, R. A. Molecular Association Mediated by Nitrogen—Chlorine Donor—Acceptor Interactions. J. Org. Chem. 1995, 60, 7186-7191.	Paper10_2-Pyridines_2023	6	215	2937	1214	3059
300	-1	(14) Reeves, J. T.; Fandrick, D. R. Tan, Z.; Song, J. J.; Lee, H.; Yee, N. K; Senanayake, C. H. Room Temperature Palladium-Catalyzed	Paper10_2-Pyridines_2023	6	215	3063	1214	3142
301	-1	"Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. Supporting Information Suzuki—Miyaura Cross-Coupling of 2-Pyridyl Trimethylammonium Salts by N-C Activation Catalyzed by Air- and Moisture-Stable Pd— NHC Precatalysts: Application to the Discovery of Agrochemicals Yuge Hu,’ Yanging Gao,"" Jiuhui Ye,’ Zhiqing Ma,** Juntao Feng,’* Xili Liu,*'! Peng Lei,**#! and Michal Szostak** ""College of Plant Protection, Northwest A&F University, Yangling, Shaanxi 712100, China ? Shaanxi Research Center of Biopesticide Engineering & Technology, Northwest A&F University, Yangling, Shaanxi 712100, China State Key Laboratory of Crop Stress Biology for Arid Areas, Northwest A&F University, Yangling, Shaanxi 712100, China ‘Department of Chemistry, Rutgers University, 73 Warren Street, Newark, NJ 07102, United States *Corresponding Authors: Peng Lei, E-mail: peng.lei@nwafu.edu.cn Michal Szostak, E-mail: michal.szostak @rutgers.edu Table of Contents Sl List of Known Compounds/General Methods S2 Structures of PA-NHC catalysts S4 Experimental Procedures and Characterization Data S5 ¢ General Procedures S5 ¢ Characterization Data of Starting Materials S6 ¢ Characterization Data of Suzuki—Miyaura Cross-Coupling Products S9 ¢ Determination of Kinetic Profiles $33 ¢ Selectivity Studies S34 ¢ One-Pot Reaction $36 ¢ Sequential Reaction $37 ¢ Synthesis of Bioactive Compounds $39 ¢ Scale-up Reaction S40 ¢ Mechanistic Studies S41 ¢ Antifungal Activities S42 References S43 'H and '3C NMR Spectra S47 Sl"	Paper10_SI	1	301	160	2247	3034
302	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. List of Known Compounds/General Methods All aryltrimethylammonium salts starting materials reported in the manuscript have been prepared by the method reported previously.! All other chemicals were purchased at the highest commercial grade from Sigma-Aldrich, Energy Chemical, Bide Pharmatech, Adamas-beta or Laajoo, and used as received. All solvents were purchased at the highest commercial grade and used as received. All solvents were deoxygenated prior to use. All experiments were performed using standard Schlenk techniques under nitrogen or argon unless stated otherwise. Reaction glassware was oven-dried at 140 °C for at least 24 h or flame-dried prior to use, allowed to cool under vacuum and purged with argon (three cycles). All products were identified using 'H NMR analysis and comparison with authentic samples. GC and/or GC/MS analysis was used for volatile products. All yields refer to yields determined by 'H NMR and/or GC or GC/MS using an internal standard (optimization) and isolated yields (preparative runs) unless stated otherwise. 'H NMR and °C NMR spectra were recorded in CDCI3 or DMSO-de on Bruker spectrometers at 500 ('H NMR) and 125 MHz (°C NMR) or 400 (‘H NMR) and 100 MHz (!3C NMR). '!°F NMR was referenced to spectrometer indirect referencing. All shifts are reported in parts per million (ppm) relative to residual CHCl3 or DMSO-de peak or trimethylsilane (TMS) as internal standard. All coupling constants (J) are reported in hertz (Hz). Abbreviations are: s, singlet; d, doublet; t, triplet; q, quartet; brs, broad singlet. GC-MS chromatography was performed using a Thermo Trace GC Ultra System coupled with a Polaris Q MS detector using helium as the carrier gas at a flow rate of 1 mL/min and an initial oven temperature of 50 °C. The injector temperature was 250 °C. The detector temperature was 250 °C. For runs with the initial oven temperature of 50 °C, temperature was increased with a 10 °C/min ramp after 50 °C hold for 3 min to a final temperature of 220 °C, then hold at 220 °C for 15 min (splitless mode of injection, total run time of 22.0 min). High-resolution mass spectra (HRMS) were measured on an AB SCIEX TripleTOF5600 instrument. All flash chromatography was performed using silica gel, 60 A, 300 mesh. TLC analysis was carried out on glass plates coated with silica gel 60 F254, 0.2 mm thickness. The plates were visualized using a 254 nm ultraviolet lamp or aqueous potassium permanganate solutions. 'H NMR and °C NMR data are given for all compounds in the Supplementary Experimental for characterization purposes. 'H NMR, °C NMR and HRMS data S2	Paper10_SI	2	300	160	2259	3034
303	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. are given for all new compounds. All products have been previously reported, unless stated otherwise. S3	Paper10_SI	3	301	160	2249	3034
304	-1	"Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. Me \eMe Mes] [-Me Mew” eMe Mev} Me. / y” t Me. / we a 2 N | cl ‘Bu [Pd(IPr)(cin)Cl] [Pd-PEPPSI-IPr] [Pd(IPr)(1-¢Bu-ind)Cl] Mew)"" Me Mew"" ‘EMe Sor ay Cli ve Qe Sy a Ce ge ou [Pd(IPr)(3-CF3-An)Cl>] [Pd(IMes)(allyl)Cl] [Pd-PEPPSI-SIPr] Me WeM Je Me Mest"" [Me Mest [-Me Me iy o” \) es So = x0 oh i Y ° oO Me Me wf ON, Ph [Pd(SIPr)(cin)Cl] [Pd(SIPr)(An)Cl,] Bie “the Me I eme rPatPr(u-ci)cr Qi Ce Cl ye ‘singacycle A3] Figure S1. Structures of PA-NHC catalysts. S4"	Paper10_SI	4	301	160	2247	3034
305	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. Experimental Procedures and Characterization Data General Procedure for the Suzuki-Miyaura Cross-Coupling of (Pyridin-2- yl)trimethylammonium Salts. An oven-dried vial equipped with a stir bar was charged with a (pyridin-2-yl)trimethylammonium salt substrate (2.0 equiv), Cs2CO3 (typically, 2.0 equiv), boronic acid (1.0 equiv), Pd-NHC catalyst (typically, 10 mol%), placed under a positive pressure of argon, and subjected to three evacuation/backfilling cycles under high vacuum. Dioxane (typically, 0.2 M) and water (typically, 5.0 equiv) were added with vigorous stirring at room temperature, the reaction mixture was placed in a preheated oil bath at 60 °C and stirred for the indicated time. After the indicated time, the reaction mixture was cooled down to room temperature, diluted with EtOAc (10 mL), filtered, and concentrated. The sample was analyzed by 'H NMR (CDCl, 500 MHz) and GC-MS to obtain conversion, selectivity and yield using internal standard and comparison with authentic samples. Purification by chromatography on silica gel (EtOAc/petroleum ether) afforded the title product. Representative Procedure for the Suzuki-Miyaura Cross-Coupling of (Pyridin-2- yl)trimethylammonium Salts. An oven-dried vial equipped with a stir bar was charged with N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.4 mmol, 114.5 mg, 2.0 equiv), Cs2CO3 (0.4 mmol, 130.3 mg, 2.0 equiv), phenylboronic acid (0.2 mmol, 24.4 mg, 1.0 equiv), [PddPr)(cin)Cl] (10 mol%, 13.0 mg), placed under a positive pressure of argon, and subjected to three evacuation/backfilling cycles under high vacuum. Dioxane (1.0 mL) and water (1.0 mmol, 18.0 mg, 5.0 equiv) were added with vigorous stirring at room temperature, the reaction mixture was placed in a preheated oil bath at 60 °C and stirred for 8 h. After the indicated time, the reaction mixture was cooled down to room temperature, diluted with EtOAc (10 mL), filtered, and concentrated. The sample was analyzed by 'H NMR (CDC1, 500 MHz) and GC-MS to obtain conversion, selectivity and yield using internal standard and comparison with authentic samples. Purification by chromatography on silica gel (EtOAc/petroleum ether = 1:4) afforded the title product. Yield 78% (24.3 mg). Yellow oil. 'H NMR (500 MHz, CDCls) 6 8.69 (d, J = 4.6 Hz, 1H), 7.99 (d, J = 7.3 Hz, 2H), 7.71 — 7.70 (m, 2H), 7.47 (t, J = 7.5 Hz, 2H), 7.40 (t, J = 7.3 Hz, 1H), 7.21 — 7.19 (m, 1H). °C NMR (101 MHz, CDCls) 5 157.5, 149.7, 139.4, 136.8, 129.0, 128.8, 126.9, 122.1, 120.6. S5	Paper10_SI	5	299	160	2251	3034
306	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. Characterization Data of Starting Materials General Procedure of the Synthesis of Starting Materials. below for characterization purposes. N,N,N-Trimethylpyridin-2-aminium trifluoromethanesulfonate (1a) / \ N | N QY + Z OTf According to the general procedure, the reaction of N,N-dimethylpyridin-2-amine (5.0 mmol) and methyl triflate (1.3 equiv) in CH2Cl2 (1.0 M) for 15 h at room temperature, afforded the title compound in 52% yield (0.75 g). White solid. 'H NMR (500 MHz, DMSO) 6 8.70 — 8.69 (m, 1H), 8.27 — 8.23 (m, 1H), 8.12 (dd, J = 8.4, 4.4 Hz, 1H), 7.73 (dt, J = 7.6, 4.5 Hz, 1H), 3.64 (d, J = 5.0 Hz, 9H). °C NMR (126 MHz, DMSO) 6 157.1, 149.1, 141.5, 126.7, 121.1 (d, J = 322.0 Hz), 115.5, 54.9. °F NMR (471 MHz, DMSO) 6 -77.86. The characterization data matched those previously reported.! N,N,N,6-Tetramethylpyridin-2-aminium trifluoromethanesulfonate (1b) Me N | According to the general procedure, the reaction of N,N,6-trimethylpyridin-2-amine (5.0 mmol)	Paper10_SI	6	299	160	2252	2792
307	-1	All (pyridin-2-yl)trimethylammonium salts used in this study have been prepared according to the reported in the literature.! An oven-dried vial equipped with a stir bar was charged with corresponding N,N-dimethylpyridin-2-amine (5.0 mmol, 1.0 equiv) and CH2Cl2 (5.0 mL, 1.0 M). Methylation reagent (6.5 mmol, 1.3 equiv) was added dropwise to the solution at room temperature. The resulting reaction mixture was stirred for 15 h at room temperature. The solvent CH2Clh was removed in vacuo and 50 mL of Et2O was added into the vial. Purification by filter and wash with ethyl acetate to afford the (pyridin-2-yl)trimethylammonium salts. 'H NMR, '°C NMR, and !?F NMR data for all (pyridin-2-yl)trimethylammonium salts are given in the section N S + Z OTf and methyl triflate (1.3 equiv) in CH2Cl2 (1.0 M) for 15 h at room temperature, afforded the title	Paper10_SI	6	301	571	2251	2878
308	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. 1H), 7.85 (d, J = 8.3 Hz, 1H), 7.57 (d, J = 7.6 Hz, 1H), 3.55 (s, 9H), 2.57 (s, 3H). SC NMR (126 MHz, DMSO) 6 158.5, 156.5, 141.5, 126.1, 121.1 (d, J = 322.2 Hz), 112.3, 54.9, 24.1. °F NMR (471 MHz, DMSO) 6 -77.77. The characterization data matched those previously reported.” N,N,N,4-Tetramethylpyridin-2-aminium trifluoromethanesulfonate (1c) |_- | Nw Nw Me According to the general procedure, the reaction of N,N,4-trimethylpyridin-2-amine (5.0 mmol) and methyl triflate (1.3 equiv) in CH2Cl2 (1.0 M) for 15 h at room temperature, afforded the title compound in 62% yield (0.92 g). White solid. 'H NMR (500 MHz, DMSO) 8 8.51 (d, J = 4.9 Hz, 1H), 7.96 (s, 1H), 7.55 (d, J = 4.8 Hz, 1H), 3.56 (s, 9H), 2.48 (s, 3H). SC NMR (126 MHz, DMSO) 6 157.4, 153.1, 148.6, 127.2, 121.1 (q, J = 322.4 Hz), 116.0, 54.9, 21.3. °F NMR (471 MHz, DMSO) 6 -77.77. The characterization data matched those previously reported.” 4-Methoxy-N,N,N-Trimethylpyridin-2-aminium trifluoromethanesulfonate (1d) OMe N,N,N-Trimethyl-4-(trifluoromethyl)pyridin-2-aminium trifluoromethanesulfonate (le) S7	Paper10_SI	7	299	160	2261	3034
309	-1	According to the general procedure, the reaction of 4-methoxy-N,N-dimethylpyridin-2-amine (5.0 mmol) and methyl triflate (1.3 equiv) in CH2Cl2 (1.0 M) for 15 h at room temperature, afforded the title compound in 56% yield (0.89 g). White solid. 'H NMR (500 MHz, DMSO) 6 8.48 (d, J = 5.7 Hz, 1H), 7.62 (d, J = 1.5 Hz, 1H), 7.29 (dd, J = 5.7, 1.7 Hz, 1H), 3.97 (s, 3H), 3.55 (s, 3H). °C NMR (126 MHz, DMSO) 6 168.8, 158.8, 150.1, 121.1 (q, J = 322.3 Hz), 112.2, 102.7, 57.2, 55.0. !°F NMR (471 MHz, DMSO) 6 -77.76. HRMS Calcd for CoHisN2O [M-OTf]*: 167.1179, found: 167.1178.	Paper10_SI	7	301	2045	2249	2603
310	-1	"Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. |_- According to the general procedure, the reaction of N,N-dimethyl-4-(trifluoromethyl)pyridin-2- amine (5.0 mmol) and methyl triflate (1.3 equiv) in CH2Cl2 (1.0 M) for 15 h at room temperature, afforded the title compound in 60% yield (1.07 g). White solid. 'H NMR (500 MHz, DMSO) 6 8.97 (d, J = 4.9 Hz, 1H), 8.50 (s, 1H), 8.18 (d, J = 4.5 Hz, 1H), 3.64 (s, 9H). ""°C NMR (126 MHz, DMSO) 6 158.1, 151.0, 141.1 (q, J = 34.5 Hz), 122.9 (q, J = 3.2 Hz), 122.6 (d, J = 273.9 Hz), 121.1 (d, J = 322.2 Hz), 112.9 (q, J = 3.7 Hz), 55.2. °F NMR (471 MHz, DMSO) 6 -62.94, - 77.81. The characterization data matched those previously reported.” 5-Fluoro-N,N,N-Trimethylpyridin-2-aminium trifluoromethanesulfonate (1f) N | S Nw F OTf ZA According to the general procedure, the reaction of 5-fluoro-N,N-dimethylpyridin-2-amine (5.0 mmol) and methy] triflate (1.3 equiv) in CH2Cl2 (1.0 M) for 15 h at room temperature, afforded the title compound in 67% yield (1.01 g). White solid. 'H NMR (500 MHz, DMSO) & 8.72 (d, J = 2.7 Hz, 1H), 8.25 — 8.18 (m, 2H), 3.59 (s, 9H). °C NMR (126 MHz, DMSO) 6 160.0 (d, J = 256.9 Hz), 152.9, 137.1 (d, J = 27.4 Hz), 128.1 (d, J = 20.6 Hz), 121.1 (q, J = 322.2 Hz), 118.0 (d, J = 6.2 Hz), 55.4. °F NMR (471 MHz, DMSO) 6 -77.81, -124.65. The characterization data matched those previously reported.” S8"	Paper10_SI	8	301	160	2260	3034
